text,date,recipient
"My dear Mother, I never thanked you for your cake which arrived quite safely and looked very good, as alas in transit it found its way to one of the Company messes who devoured it and I got theirs instead and I am sure mine was the better. I return Cecily's photograph, but don't see much value in it, as it might just as well represent anyone else. I have just heard that the big push has begun and that the first day's plans to advance 1000 yards on a 20 mile front were carried out. I wonder if it's true as if so, we shall have peace on us before we can prevent it. I have been writing reports on our raid since the day it came off and am by this time fairly sick of it, though I am still cheered by its success. I don't know that there is much more I can tell you in a letter about it. Lane Nichols had an amusing time in a dug out with 5 Bosches only one of whom resisted and he got shot. 3 of the others he pulled out individually and made prisoners by dint of ramming his revolver into their ribs. One last he pulled out from under a bed by his hair. They were Prussians but had not much go in them. though Ian Underhills Battn. had a similar show on at the same time and they found the Bosch sitting up and taking notice - and didn't do much good in consequence. I enclose the gassed button as promised and will try to include a tassel worn by a Bosch N. C. O. as a sword knot if the envelope will take it. also a coin, which you will notice is new and made of some very poor metal. Reynolds another of our officers was slightly wounded and 2 men fairly seriously and 4 very slightly, so we came off well. I had a very advantageous position to see it from in the front line and was quite comfortable, till someone dropped in a Bosch prisoner on top of me. He contrived to fall in sideways and still keep his hands up murmuring Kameral - rather a feat. So we incarcerated him and then one of those fools of R. E. ^ who had gone over with 20 lbs of explosives to blow up anything of interest in the enemy trench came back without using it and started the bomb off accidentally in our trench just behind me. He then said run and cleared off and I covered, as I heard the thing foozling and thought it was a Minnie that had come off. Actually we had to wait 3 minutes for it to go off, as it had a 3 minute fuse and if the ass had only kept his head, we could have dealt with it, but no one knew what it was. It made an unholy mess of our trench and we had to dig one of our officers out of a dug-out where he was surrounded by timbers and ammunition boxes and bombs etc with only his head sticking out. No one was injured except the R. E. who I'm glad to say has got shell shock. Love to all Jack We move to-day a mile up the road to L____. ",1916-07-01,Charlotte Peirs
"My dear Mother, Many thanks for letters from yourself, G C and Odd. Also for a box of cigars from Father. I fear I have not written for several days as we have recently moved (I think I told you that) and Peter Bye has been ill, so I had to do adjutant, but he has now recovered. I was on a Court Martial all this morning deciding with some very mild malefactors. Of course everyone is very interested in the war, but we don't get much more news than you do from the papers. I gather that the old Bosch was prepared for us in the northerly part but not in the south where we and the French have advanced further and I hear to-day that the French are right through and having pushed their cavalry through and found nothing, are putting their infantry through as well. 2ndly that a whole Batln. of Prussians surrendered to us en bloc and 3rd that 2 Saxons have come over somewhere and said that if we can arrange it they will all come, as they are sick of the whole thing. I have heard similar tidings before. If all this is true, things must be going simply A1. I think the idea was to catch the Bosch napping all along the line, and they thought they had, but they appear to have been incorrect. It looks to me as if he will have to retire, so I hope we shall be pushing after him very shortly. Of course he may have more men in spare, but I don't know where he is going to get them, as they can't spare any on the East and the Verdun lot won't be much use for a 2nd show elsewhere. Please let me know if you get the button and coins, as I still have a Bosch bayonet and N. C. O.'s Tassel to get rid of. I was in our metropolis 2 afternoons ago buying things and had my horse taken, luckily it was returned by the idiot who took it before I had started to walk back and I hope he got startled as my animal wants some knowing and the fool took him in mistake for a mild old beast which it would insult any horse much less mine to be accused of resembling. I hear one of the Guards Battalions made a big raid the other day with the whole battalion and when they got into the enemy trench they found two miserable Huns -- whom they presumably captured. It is very wet and likely to continue so Love to all Jack. ",1916-07-05,Charlotte Peirs
"My dear Odd, Many thanks for your letter to-day. Contrary to your suppositions I am very comfortably ensconced in camp behind the firing line, and though the men have plenty of work to do, I am comparatively free. I suppose we shall be going up to the line again shortly, in about a week I should guess. We are all very excited about the show down south and wonder whether the old Bosch will have to retire all along the line, so you can imagine me chasing him across Belgium, if he does. I hope he doesn't - anyhow just yet, as I don't want to move in the least -- besides it will be so very uncomfortable. I have just written a long letter home which I daresay you will see in time. I am very glad to hear the pram is her own bright little self again, and that Father has taken to driving her again. I have just got our new gramophone for the Canteen, a thing called a Primaphone, from Whiteleys costing £5.10.0 and a really good instrument. I fear however that it is from a Bankrupt's stock, so if it breaks I shan't be able to get it repaired and I am quite sure they will break it in no time. However at present it is running very well. Your tales of your bathroom are too horrible for words. It must be somewhat disconcerting to find someone else's leg on a shelf or a couple of molars in the soap dish. However I suppose you get used to these things like anything else. yrs. Jack. ",1916-07-05,Olive Peirs
"My dear Mother, Many thanks for letters from you and g. I was interested to hear the rumours that Cavalry are ready to break through, but we heard the same last year at Loos and they will take some time yet before cavalry can do anything. The Bosch is very quiet here, so I suppose he is concentrating his efforts on the Somme, unless he is preparing something in the way of a counter attack -- but I don't fancy he has the men and I think he will find all things prepared for him. I was wandering round a farm to-day which used to be inhabited by Bairnsfather and he has done some quite good drawings on the walls. I remember seeing a picture of the room in the Bystander, which made the place a very comfortable looking spot. Circumstances however have changed and the sitting room is now full of R. E. material and the inhabitants live in the cellars, which they have taken pains to shove up, as the Hun strafes them periodically. The farm must have been a lovely place, red brick round a quadrangle with a moat round the outside and a very pretty name which I won't tell you as it gives the district away where I am and the Censor wouldn't like it. We have had two beautiful days running and from the look of the sunset we shall have another to-morrow Love to all Jack. ",1916-07-09,Charlotte Peirs
"My dear Mother, Many thanks for your letter to-day, also for a cake which arrived all right in a box, but had managed to break up a bit on the way, more from internal combustion I fancy than outside pressure. Anyhow it is a very good cake, but as it got broken up, some of it gets wasted. I fancy the baker out to put a little more starch or glue in it to hold it together. Please thank Mrs. Russell for a bottle of Creme de Menthe which has also arrived and has gladdened our hearts at dinner to-night. I have also received several papers from you all. We have again moved a little distance but sufficiently far to be in new country to me, though we are out of the line at the moment and living in a cottage in a wood -- really very pleasant though subject to shell fire as we are in the neighbourhood of seve several batteries, which have been strafing all day and have made a most infernal din. we have got some deep tunnels to resort to in the event of a strafe and I shall gracefully descend thereto in a few minutes with the Battalion to beguile the midnight hours with sweet music produced by the Canteen Corporal and the new gramophone (which is a great success) what time some other people set to work and strafe the Bosch. While in the tunnel he can shell away for all he is worth, but wont affect us, unless he takes the roof off our cottage, when I shall lose most of my things, as I sleep in the attic. However he cant see the cottage, so I hope he will let it alone. I went round the back area of the bit of the line we are to hold this morning. Our headquarters are at what's left of a farm very cramped with a most indelicate address -- after the style of Dead Pig Farm only I mustn't say what it really is as the Censor will be cross. so we are going to build some new headquarters which will probably be ready about the time we leave the district I see the Bosch is complaining of the British emanations of gas, which are beyond the bounds of International Law. so evidently they have some affect on him and I gather that he is going to get a little more to-night. Love to all Jack ",1916-07-12,Charlotte Peirs
"My dear Glad. I am very sorry I have not been able to get back and see you before you go off but you know how things are and there is no regular leave going. Still you will only be away for a year and when you come back next time there will be no war and you won't have to dodge Moewes no the high seas or snipers in Dublin. I will drink yours two healths in the bottle of Creme de Menthe which you have sent me, if there is any left on the 19th which I rather doubt so it may have to be whiskey after all. I hear to-day that they are going ahead well down South and they seem to be making a really good gap in the Bosch lines. They say that they have done with 75,000 casualties what they expected to do with 150,000, but this is probably a mere rumour. Since writing this I have had three letters from yourself C and O. for which many thanks. I don't know why you say you have only 4 days more. but I suppose you have to get your baggage off. I have been wandering round a big wood to-day to call on another of our Battalions, who seem to be very comfortable here. It was a very jolly walk through the wood with occasional shells bursting some little distance off but otherwise quite peaceful. We have just had great news about the way things are going down south. Well good luck to you both. Love from Jack. ",1916-07-14,Gladys Peirs
"My dear Father, Many thanks for letters from Mother Cecily and yourself, also for a book from Odd this morning. We are still out of the line but will be going up again shortly. I calculate that I haven't slept up in the line more than 3 nights since about the 3rd. June which is rather extraordinary, as the Brigade has been in practically the whole time since. I have no particular news. We are in a place which is surrounded by guns, which seem to be pooping off all day and night and there are rumours and in fact more direct signs that they are going to put a 12"" inch howitzer or something of the kind in our back-garden and I know that if they do this house will fall down, as it trembles now when a limber goes by. I gather that Jack Bourchiers home has been badly strafed lately, so they are turning everyone out, which should do some of these A. S. C. people a lot of good. They are all so jolly comfortable that a little unexpected movement is all to their advantage. Besides it will give a certain basis of truth to the stories they tell at home. I was staying in the place myself once when they burst a shell in the street just up the road, as somehow one doesn't expect the things in an occupied town. I hear rumours that leave may be opening up again soon, but whether there is anything in it I can't say. I also hear on very good authority that the Bosch Casualties down South are very heavy, which is satisfactory considering that our own are considered to be lighter than they expected. The Bosch appears to be making a good fight for it at present. I was sorry that you failed to get to Aldenham. I new the front tyres were bad, but thought there was still a little life in them. I wonder if he has got the front wheels true, as nothing wears out tyres more than being on a wheel which is not running quite in the straight. I think I sent you my license and I now enclose the Receipt for my insurance Premium which please keep for me. Love to all Jack. ",1916-07-16,Hugh Peirs
"My dear Father, I do not know if I have any letters to acknowledge as the post yesterday only brought official correspondence except a magazine from Odd, for which many thanks. We are out of the line ^ trenches again and the men are getting a little rest without working parties, which will do them no harm. I do not know that there is anything I can talk about as one is supposed not to say anything about military matters and when you come to think of it there is nothing else to talk about, even the state of the weather on our side of the trenches might be of immense importance to the Bosch, or again it might not. I see they courtmartialled an officer the other day for using a code with marked letters. He must have been rather a simple minded youth not to be able to defeat the censor. I have heard of people who have managed it, but perhaps they are more intelligent now. I was rather surprised that they let through that thing I sent you the other day. To-morrow being Sunday I am told though no one out here ever seems to know what day of the week it is, I suppose I must fix up a service. Last week we had a Non Conformist who is far better than our C of E fellow, though the latter does his best. The former is a Cornishman from St. Austell and quite a good chap. he got mentioned in despatches last time and the others are consequently distinctly jealous Last week's service was held round an emplacement they were digging for a big gun. We cleared away luckily before the gun fired, as I was quite convinced that our abode which was under 100 yards away would collapse when they fired the engine but I hear that it has survived though I expect it rocked considerably. Love to all Jack. ",1916-07-22,Hugh Peirs
"My dear Cecily, My very best and heartiest congratulations on the certificate. I expect it is a bit hard to realise after 3 years work that you won't have to be continually grinding away at the R. A. M. but it will gradually dawn on you and I expect you will appreciate a holiday. I am most awfully glad that you have got it. I have had letters from Glad and Willie to-day written in the train on their way to Liverpool. I sent them a wire to the Mendi, which I hope reached them in time. The drink has not yet arrived but is probably on the way. We are still in a farm and a whole one ^ at that which is rather a change from one I was in a short time ago. It went by the name of Stinking Farm and it was really extraordinary how any of it was still standing, as it had been badly strafed. It had only been built in 1914, so I suppose it stood the shells better than most. As a matter of fact, the stink has long since passed away, but it was full of mosquitoes and most uncomfortable, so I was glad to get out of it. On the last night we managed to set the dug-out on fire, so the Bosch probably noted the fact and shelled the place the next morning, but of course we had gone by then. I hear that some of our aeroplanes down south are flying as low as 600 ft. over the Bosch lines and counting the numbers of Bosches in their trenches which must be an extraordinary useful bit of information for us and exceedingly distasteful to the Hun. Normally they fly over at about 8000 ft and get pretty badly strafed then, so what it is like at 600 I can't imagine. Perhaps at that height the Bosch archies can't get at them properly. I am enclosing a present for yourself and am sending Odd one too, an un-birthday present. Love to all Jack. ",1916-07-23,Cecily Peirs
"My dear Mother, Thanks for letters from you, Cecily and Odd -- also for various papers. I have been pretty busy lately with Peter Bye's work, so have had no time to write, but he should be back to-night. We are still out of the line and getting a little chance to train the men, which is all to the good, as up to now whenever they were supposed to be resting they usually had to go out on working parties for one reason or another. We are basking in most glorious weather which looks likely to continue. Everyone seems very satisfied with the way the Somme battle is going and they seem prepared to go on with it as long as the Bosch likes. I don't know that I have any news and one cant talk-shop or I shall be putting my foot in it with the Censorship Regulations. I have just had to do some billeting and had rather a difficult job as the villagers are not in the best of tempers, having I fancy been badly treated of previous occupiers. However there was one empty home I wanted which the owner, a lady with a red and watery eye, wouldn't give up under any circs. though I attempted every blandishment. However by dint of seeing the Maire's secretary (who is the local schoolmaster) in his school and with several interviews with the lady and the garde champ etre who is an agile old thing, about 94 years old, and after being nearly deafened by a conversation between the landlady and himself in which all parties lost their wool in the first half minute and failed to find it till discussion ceased ¾ hour later -- chiefly from want of breath -- I got the landlady's daughter out with the Key and of course once in the house we didn't leave it and are there still. The landlady's daughter wept bitterly and it was a harrowing scene altogether -- I daren't go near the landlady's house or I shall meet with the same treatment as the garde champetre. I hope you are getting plenty of juice for the pram, though I fear from what I see in the papers that you won't get much. I don't see much leave going, just now with this Somme business on. I am sorry C. cannot get to Havre, still Invergordon ought to be a good substitute. Still I should have thought they might have done something for her in town with the Certificate to wave in their faces. I am glad to hear G. and W. liked the gramophone. W. wrote and said he has found a new sort which was particularly good, when it was really the kind I mentioned about 3 months ago. I can find nothing more to say Love to all Jack. ",1916-07-27,Charlotte Peirs
"My dear Father, Many thanks for your letter and for one from Mother both received to-day. It is certainly curious how the sound of the guns varies as on some days they are as distinct as possible and on others one can hear nothing though the wind is the same. I am positive I heard the Verdun guns when we were at Hooge but everyone said I was a liar. However it is no further than from you to Albert. It may depend on the sensitiveness of ones ears. I see that another of our Battalions has been in the thick of it, from to-day's Casualty List and I suppose our turn will come in time. As far as I can gather many regiments ^ battalions have been through, with extraordinarily few casualties -- one Division got into the Bosch front line with only 3 - and others have been more or less badly knocked. I suppose it depends on the variety of Bosch opposite. We are still out of the line and have had the men out on parade. They need a little drill as Trench life is not ideal from a discipline point of view. The weather is gorgeous and altogether we are having a very pleasant time. I am sorry to hear that there are a lot of Carshalton Casualties. I saw that they had got young Madder. I ran into a Mill Lane Man in Well Walk the other day, Well Walk being a trench we both have frequented from time to time. I didn't know him and I don't know his name now, but we had a short chat. Love to all Jack. ",1916-07-28,Hugh Peirs
"My dear Mother, Many thanks for a couple of Magazines and for various letters which are no doubt coming when the post arrives. Another beautiful day and we are keeping the sawbath with a little church in an orchard and lots of sleep. I have no news. the Somme show is going all right and we saw the C. O. of one of the Battalions who has been in it and his description was very interesting. Apparently they are now running motor lories across what was No Mans Land and they had roads built right across directly the advance was made. The Bosch tramways behind are very useful and save us a lot of trouble in getting things up, though I suppose it takes time to get them in to working order. We have just received a great compliment from the G. O. C. of a regular division who was motoring through yesterday and expressed his great surprise to our own Divisional bloke that ours is a service Battalion, and certainly compared with the appearance of many of them our chaps don't look bad. There is no more news. Love to all Jack. ",1916-07-30,Charlotte Peirs
"My dear Father, Many thanks for a box of excellent cigars, and also a letter from Odd and another and a postcard from Mother. I was greatly interested in the group though I have failed to identify several of the portraits. I am glad you have managed to get a little juice for the pram. I'm afraid 6 gallons a month won't carry you far, but please don't save any up, as Lord only knows when there will be any more leave as things seem to be quite active still and one never knows when they won't start a strafe somewhere or other. The weather is still very hot and sunny and but the wind has got up to-day, so it is rather more comfortable than it was. Please tell Mother that my Trench boots should be all right and I shall probably need them again this winter -- but we must wait and see. I have had letters from C and O. also a book The Weavers which arrived just as I had finished the last one, the Red House which I never acknowledged. At the moment we have no mess, so we feed under a tarpaulin stretched on posts with the table laid on the ground and a couple of trenches cut in each side to put your legs in -- quite a good idea. Love to all Jack. ",1916-08-04,Hugh Peirs
"My dear Mother, Many thanks for letters from you and Cecily. I am sorry the pram has broken down again but hope that Wardill and his minions if he has any will be able to mend it, as I don't suppose the makers will be able to do anything or that you will be able to get a new axle these times. The fine weather continues and one can hardly realise that it ever rains here. However at the back of one's mind are faint recollections of a little mud last November and the days when we used to walk about outside the trenches in full view of the bosch, because you would drown if you got into them. I am glad to hear G. has got as far as Dakar or whatever the place is all right, as she should be out of the region of submarines anyhow. I have just heard form Alicia Aldons that was from India. No news. Love to all Jack. ",1916-08-09,Charlotte Peirs
"My dear Father, Many thanks for letters from you and Mother and Cecily and for a cake and other eatables from the family. The weather continues though it rained a bit yesterday which was a pleasant relief rather than otherwise. I can tell you nothing of where we are and what we are doing. I gather that George is in the country and I suppose will be disporting himself on the territory which was lately Germany which ought to annoy Wilhelm somewhat. I am in the trenches again and am at the moment being violently strafed by the Bosch, who is not putting many over but is putting them all round here. The whole place is covered with dust at the moment, as the last one burst just outside the door, luckily with no damage to anyone except a shock to my servant. He might have bagged the G. O. C. and C. O.'s in here if he had only but the top of the dug-out, but he didn't and has now ceased which is just as well. The posts have been hopelessly irregular lately and there have been no newspapers for 3 days. I wonder if you would order at Wisden's next door to Leicester Square Tube Station 1 dozen footballs to be packed so as to come out by parcel post. I want their best quality, which cost about 12 /-, if they are for the troops and if you would pay for them I will send a cheque for the amount. Love to all Jack ",1916-08-11,Hugh Peirs
"Dear Father, I enclose a letter which ought to have been sent off yesterday. I have several to acknowledge from Mother and Cecily and some magazines and a cake and shortbread. It looks as though my correspondence will be disjointed while we are in this part of the line, as I am doing adjutant, as there is no room for P. Bye who is running his office in seclusion at the back. Love to all Jack. ",1916-09-12,Hugh Peirs
"My dear Father, Many thanks for yours of the 8th. I am glad to hear the is wandering along all right, and also that the pram has recovered her equanimity. I am glad to hear that the I. R. people are reasonable and that we shall get a little more. Would you get a little War Loan or War Certificates with mine and send them when obtained to my bank. I was very interested to hear about Burridge and also got the circular about Solicitors in the Forces. I think it would be all right out here, as men want to know things occasionally, but I can't see myself loitering around the entrance to the Y. M. C. A. with a K and E. in either hand. I had a letter from Gery Clayton yesterday. His young woman is quite a new one and found at Eastbourne where I remember meeting her last year, but I have forgotten all about her. I fancy Jo Brookes is still at Oswestry but I gather that he may be coming out soon, though no one can guarantee that he will come back here. The last of the 4 who came with Charlie was wounded last night, I am afraid rather seriously, but they can't say for certain yet. We have been up in the line for a few days but are out again for the moment. The Hun is very active with his artillery and gave us a regular doing 2 nights ago more or less all night. Owing however to a lot of luck and the narrowness of our trenches we had one man slightly wounded and several who thought they had shell shock chiefly because they had been buried and had to be dug out. However our artillery is equally active and the net result is that no one fires any rifles and when there is no shelling the nights are absolutely silent. At the moment we are near some guns which I suppose have been annoying the Bosch as he is chucking back some enormous stuff and a great lump has just come back about 300 yds and hit our cook house and nearly destroyed the dinner. The lump weighs about 25 lbs and is evidently a part of a big shell. the gunners say it is an 8 inch armour piercing shell and it seems rather poor spirited to play on us with stuff like that when the ordinary whizz bang is quite sufficient. However they are going to town in a 9.2 to even things up, destroy Fritz's dinner in return. We don't lose our soup for nothing. I had a letter from Miss Waldie myself she is a phenomenal letter writer. I hear the French have been making more pushes in the South. I wonder how long the Bosch will stand the hammering. They say he has already used up about 17 Divisions, which means that his losses are at least equal to ours and he has lost more than 1 ½ Divisions in unwounded prisoners alone. He must be very annoyed at finding that the French are replenishing themselves with more Russians, as all his labours to do the French in is in vain. Love to all Jack. ",1916-08-14,Hugh Peirs
"My dear Mother, Several days post has arrived in one and I have letters from you and Cecily to acknowledge also some papers. I am glad to hear you talking about a holiday as I am sure you and Father both need one and now the family is away you have got a chance. Will you take the pram or isnt it worth while. I hear that if you put in 1/5th of paraffin to 4/5th petrol it makes no difference except in smell and goes further, so it might be worth a trial. The weather is fine but the nights are getting a bit chilly. Things are fairly busy just now. Love to all Jack. ",1916-08-19,Charlotte Peirs
"My dear Mother, Many thanks to you for various letters and papers, a box of cigars, socks, copies of Gs letters. I have no news I can tell you. We have been in a small show and are now out of the line again with the prospect of a little rest, which we've not had lately. I got hit by a bit of a shell the other day on my right forearm, but it only bruised my arm and I didn't notice it 5 minutes afterwards. However I may appear in the list as a wounded hero, so don't worry if you see my name. I don't know why they are going to put it in but it looks well. I am writing to the bank to send Father a cheque for the footballs, which have not yet arrived, but will probably come to-day or to-morrow. Love to all Jack. ",1916-08-23,Charlotte Peirs
"My dear Odd, Many thanks for your letter to-day. I went to Shillingford in the pram just over a year ago and should very much like to see it again as it seemed an ideal spot with an excellent pub, but perhaps you did not patronize it. It was the home of the Asquith family I think (the place not the pub) and I saw the redoubtable Master Antony A. careering round the place. An interval as the battalion has just arrived and I must arrange for its disposal. It doesn't do to leave beer about the place or it would go very quickly, and quite without your noticing it. We have had some football for the men this afternoon and now there is an open air concert going on with a 9.2 pooping off just behind. How anyone can hear anything beats me but they all seem to be enjoying themselves. I should think the Hun will come over soon and drop a bomb to cheer them up a bit more. Why do you refer to Constance in so bored a way. You should enjoy your cousin more. I am sure she takes a very great interest in all your doings. There is no news -- the usual strafe continues though we are now behind it instead of in it which makes a lot of difference. Love from Jack. ",1916-08-25,Olive Peirs
"My dear Mother, Many thanks for letters from you Father and Cecily and few copies of letters from G. which by the way I think I have acknowledged before. As usual there is no news except that we are not actually in the line at the moment. I have just been reading Wednesday's paper, which makes things out to be very hopeful. We seem to be gaining quite a lot as a whole and I should think it ought to increase. I heard last night that the French had advanced 1500 yds. in places which is some gain in these times. At the moment we are in camp in a cornfield -- though there is very little camp about it as the men are mostly sleeping under their waterproof sheets. I have managed to get some beer for them which is extraordinarily popular. Please thank Odd for her last letter Love to all Jack. ",1916-08-26,Charlotte Peirs
"My dear Father, Many thanks for paying the car premium for which I enclose my cheque. Also thanks to Mother and Cecily for letters. When and where are you going for your holiday? C. says you won't take the pram and I suppose she wouldn't be much good as there is not enough juice to do any runs, when you have got there, besides I suppose you would have to carry it with you, though I don't know how the ticket system works. We are in billets in a village at the moment, crowded but dry which is a great blessing as the weather is inclined to be wet and our last place was a camp on the hillside with only 8 tents for the Battalion, so the men got rather wet. I pity those poor devils up in the trenches on the Somme as of course they cannot revet them and all the trenches will be falling in and give no protection and the communication trenches will probably be impassable. However it will be the same for the Bosch only rather more so. I see they have been Zepping you lately, but I hope it was not near home and that they didn't call you out every night for no reason. It is extraordinary what little damage they do for all the efforts they make. I suppose we shall bag one or two of them soon, which should make them think twice about coming over again. I might even go so far as to retaliate on Cologne or some such place. In this particular place when we got in last night, we found it full of thousands of flies, which are nothing like so bad this year as a rule. However by blowing a tin of Keatings in the air when we went to bed, we have killed practically the lot and the air is now practically free. This is quite a good tip and extraordinarily successful. We have just got a wire that Roumania has come in against Austria, which is rather cheering and ought to prove the last straw. Incidentally I have just been reading extracts from German Prisoners Diaries which show that they are having the very deuce of a time from our artillery and that they don't like it at all. I wonder how they will appreciate the remainder of our guns when they arrive by next year. Love to all Jack. ",1916-08-27,Hugh Peirs
"My dear Cecily, Very many thanks for various letters and papers. I am very sorry not to have written so frequently as usual, but these times make it occasionally rather difficult to get a letter off, and still more difficult to get anything to say. I have already written home to-day and given them all the news there is. We are well behind the line at the moment in billets and a very comfortable bed for yours truly which is the first I have slept in for aeons -- since the middle of June I guess and that was a very uncomfortable one. I went out for a ride this afternoon with the C. O. between the showers but we didn't get far owing to the weather and the crops and dozens of trenches which have been dug from time to time in case the Hun breaks through and one comes across them most unexpectedly in the long grass with any amount of barbed wire, also effectively hidden. We also came across some gangs of Bosches -- prisoners, whom they are now using on our roads -- guarded by diminutive youths who have enlisted but are under age and have been claimed by their parents. So they are put on this kind of job, not that the Bosch would dream of escaping, as he is quite comfortable and as far as I can gather extremely glad to be out of it all. We have had the news to-day that Roumania has come in, which everyone considers as the beginning of the end. Whatever else happens it ought to make the Bosch sit up and think a bit. Love to my cousins. Yrs Jack. B. E. F. ",1916-08-28,Cecily Peirs
"My dear Father, Nothing to acknowledge to-day, except a letter from Glad. for which I have written to her. There is no news. I am at the moment back in the transport line with the migraines, what time the Battalion is up in the front line. The disease is very prevalent at the moment and I got a bad dose early yesterday morning just as we started on trek to come up and as I didn't get better I stayed back last night. However I fancy I shall go up to-morrow and I don't think I have missed anything as they are only sitting in trenches dodging whizz bangs. The weather the last two days has been too filthy for words and the trenches must be indescribable. I have seen some men who have been in them the last few days and I never saw such disgusting looking objects. However it is fine now, so perhaps they will dry up a bit by the time I get up there to-morrow. To-day is the anniversary of my arrival in France last year -- an interesting year but I don't know that I am keen on repeating it and I daresay it won't be necessary to do so. They say now that the difficulty [now] is not to get shells to fire, but to fire off the amount of shells they give them, which looks well for the future when we get more guns going. Love to all Jack. ",1916-08-31,Hugh Peirs
"My dear Mother, many thanks for letters from you and C. By this time you ought to have got my letter explaining my being wounded or rather bruised for it was nothing more and it was ridiculous my name going in at all. If I had thought I would have stopped it, but when it was sent in I was sleeping the sleep of the just, as we had been having a roughish time and no sleep. As you say you know I am in the big push I can't contradict you and am at the moment sitting in a deep Bosch dug-out which was built for a worthy Hun and is now used by the unworthy British. And it is a great safeguard as of course he knows of the place and constantly strafes it and last night blew in the entrance only owing to the Bosch's foresight he had cut a passage into another dug out and we could get aid through that if we had needed it, though we dug ourselves out with no difficulty. We are holding trenches in a fairly well known spot and it is certainly distinctly lively. There are lots of Bosches about, as they came in in the mornings in little groups having surrendered on the night before. I think he is losing or has lost most of his string, as his counterattacks appear to be very half hearted affairs. I was sorry to see that Tom Underhill has been killed I must stop to catch the post. Love to all Jack. ",1916-09-02,Charlotte Peirs
"My dear Family, I have lots of letters to thank you all for, in fact from the whole billing including little G. from the far Equator, also various papers and photographs, which I was very glad to get. I was accosted to-day in the march by one Tucker who seems to live in High St. and be one of Fathers pals though I don't know him myself. Anyhow we had a short and sweet discourse about the old homeland and were interrupted by a heated Traffic Control officer who was most indignant with the Battalion Transport for shipping up his road, and did not meet again as I had to go and see to it. I was at the moment examining some guns, which had been taken earlier in the show from the Bosch. there were about a dozen of them, all from Liege or Russian, which I suppose the Bosch had captured earlier on. They are all badly smashed up, evidently by the Hun himself, so they are now lying in a by road behind. We have our backs to the enemy at the moment and are out of the line for a bit. The Rt. Hon. Erbert Enery Asquith was mucking about this morning and has by this time probably blown himself up with a bomb or been blown up by a shell -- this is no place for globe trotters. Everyone is much pleased with Cecily's poem which had not penetrated to our far off clime. I am quite sure it is not sung in the trenches as I have never heard anyone sing anything there, though someone did come across a fellow playing a mouth organ to himself in a shell hole where he had been for some hours waiting for help as he couldn't get out himself. Our Doctor has a story of an Irish soldier he tied up, who was very tired of things. He had gone in to a show determined to bag a Bosch, which he did and was bringing him back when somebody else who didn't like Bosches, abolished him, so he had to go back and get another and then when on his way back with the second, he got hit himself and someone else took off with his Bosch again. He appears to be quite convinced that he would have been allowed to take him back to Ireland. ",1916-09-06,Family
"My dear Mother, I am sorry not to have been able to write for a few days, but what with being up in the line and coming back for a few days I have had no opportunity. I started a letter several days ago but have not finished it and do not at the moment know where it is. However you shall have it if it turns up. At the moment I am in a farm which we got to late last night after a somewhat tedious journey and with any luck we shall be out of the line for a few days anyhow and possibly quite an accountable period, but no one will promise any definite time. I have had no post for 2 or 3 days and haven't even seen the papers about the Zepp raid, though of course I have heard that there has been another big one, but that no damage was done -- which must be rather euphemistic, I should fancy. Anyhow there are apparently one or two Zepps less now than there were. This is quite a pleasant village and very refreshing after the district we have left and I can see some fat ducks in the yard and there are butter and eggs and milk about which we have not had except tinned for some time, so I fancy we shall do ourselves pretty well. Love to all Jack. I am sending this to 17 Alb St. as I don't know where you are. I enclose the other letter I began. ",1916-09-08,Charlotte Peirs
"My dear Father, Many thanks for a book from Hatchards and a box of cigars. -- no letters have come lately however and I think the posts must be all wrong. Will you please let me know that you have got my cheque for the car insurance and the 7. 13. 8 for the footballs, which arrived all right and are very useful now. We are still out of the line and the men are getting a good rest. We sent off a party of them this morning to the seaside for a couple of nights, which they ought to enjoy, but I doubt if we shall have time to work through the whole lot, and there is some talk of some of the officers getting a few hours in one of the bigger towns in rear with the chance of a bath and a recherché meal, so if you get a P. C. from me from some such place you will know why I'm there. Church in an orchard this morning and a particularly dull padré. I hope you are having a decent holiday with good weather. Love to all Jack. I have still no address to write to you at. ",1916-09-10,Hugh Peirs
"My dear Mother, Many thanks for various letters to-day dated between the 1st and 6th all of which arrived together. Also for some Owen Seaman Verses from Father. I am sorry you have had so many letters of enquiries to answer as to my arm -- it makes me feel even more of a fraud than before. We are still back in billets with nothing much to do. I went in to the local metropolis yesterday for a meal and to get a few things, but as it was he sawbath I was not very successful. Odd seems to be full of news of the Zeppelin, as of course she is in the thick of it and seems to have a piece as a keepsake. She also seems to have seen it on fire, which must have been a very cheering sight. My migraines are better but not right yet, however I daresay after a little repose my inside will recover itself. It is very fine the way they are getting on against the Bosch. and this in spite of the Kaiser and Hindenburg in person shooing on the Hun. What they will be like when these lights are turned off Lord only knows. I hope you find a good spot for your holiday and have decent weather Love from Jack. My dear Family, Thanks for letters and cards from Llandudno and some scotch shortbread and letters from Invergordon. There is no news. The weather is wet and there is nothing doing, as we are still in billets. I have just got to ride over to the Brigade Office about something or other and am already late so au revoir. Jack. ",1916-09-11,Charlotte Peirs
